TTDTargetID	Target_Name	Indication	ICD9	ICD10
T67684	Muscarinic acetylcholine receptor M3	Alzheimer disease	331	G30
T67684	Muscarinic acetylcholine receptor M3	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T67684	Muscarinic acetylcholine receptor M3	Diagnosing bronchial hyperreactivity		W88
T67684	Muscarinic acetylcholine receptor M3	Glaucoma	365	H40-H42
T67684	Muscarinic acetylcholine receptor M3	Obstructive lung diseases	490-492, 494-496	J40-J44, J47
T67684	Muscarinic acetylcholine receptor M3	Overactive bladder	596.51	N32.81
T67684	Muscarinic acetylcholine receptor M3	Overactive bladder disorder	188, 596.51	C67, N32.81
T67684	Muscarinic acetylcholine receptor M3	Postoperative nausea and vomiting		R11
T67684	Muscarinic acetylcholine receptor M3	Respiratory disease		J00-J99
T67684	Muscarinic acetylcholine receptor M3	Seborrhea		L21
T67684	Muscarinic acetylcholine receptor M3	Sjogren's syndrome	710.2	M35.0
T67684	Muscarinic acetylcholine receptor M3	Spasms; Pain	338,780	R52, G89
T67684	Muscarinic acetylcholine receptor M3	Unspecified		
T67684	Muscarinic acetylcholine receptor M3	Urinary incontinence	788.3	N39.3, N39.4, R32
T67710	Parathyroid hormone/parathyroid hormone-related peptide receptor	Postmenopausal osteoporosis at high risk for fracture		M80-M81
T67747	mRNA of NFkappaB	Atopic dermatitis	691.8, 692.9	L00-L99
T67801	Lactotransferrin	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T67801	Lactotransferrin	Diabetic foot ulcer	707	L88-L89
T67805	CD70	Autoimmune diabetes		E08-E13
T67805	CD70	Cancer	140-229	C00-C96
T67805	CD70	Hematological malignancies	200-209	C81-C86
T67805	CD70	Non-hodgkin's lymphoma		C85
T67805	CD70	Renal cancer	140-229, 189	C64
T67818	P2Y purinoceptor 1	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
T67849	PI3K delta	Cancer	140-229	C00-C96
T67849	PI3K delta	Chronic lymphocytic leukaemia		C91
T67849	PI3K delta	Chronic lymphocytic leukaemia; Lymphoma	202.8, 208.9	C91, C81-C86
T67849	PI3K delta	Hematologic malignancies; Myeloid leukemia	200-209, 208.9	C81-C86, C92
T67849	PI3K delta	Hematological malignancies	200-209	C81-C86
T67849	PI3K delta	Lymphoma	202.8, 208.9	C81-C86
T67894	Toll-like receptor 3	Anal intraepithelial neoplasia; Human papillomavirus infections	154, 078.1079.4	C21, B97.7
T67894	Toll-like receptor 3	Autoimmune diabetes		E08-E13
T67894	Toll-like receptor 3	Cancer	140-229	C00-C96
T67894	Toll-like receptor 3	Glioblastoma multiforme	191	C71
T67894	Toll-like receptor 3	Human immunodeficiency virus infection	279.3	B20-B26
T67894	Toll-like receptor 3	Keratosis		L57.0
T67952	Potassium channel	Alopecia	704.09	L65.9
T67952	Potassium channel	Angina pectoris	413	I20
T67952	Potassium channel	Arrhythmia	427	I47-I49
T67952	Potassium channel	Arteriosclerosis	440	I70
T67952	Potassium channel	Asthma		J45
T67952	Potassium channel	Atrial fibrillation	272, 427.31	E78, I48
T67952	Potassium channel	Atrial fibrillation; Atrial flutter	427.31, 487, 488	I48, J10, J11
T67952	Potassium channel	Cardiac arrhythmias	427	I47-I49
T67952	Potassium channel	Cerebrovascular ischaemia	434.91	I61-I63
T67952	Potassium channel	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T67952	Potassium channel	Diabetes	253.5, 588.1	E23.2, N25.1
T67952	Potassium channel	Heart arrhythmia		I47-I49
T67952	Potassium channel	High blood pressure	401	I10-I16
T67952	Potassium channel	Hypertension	401	I10-I16
T67952	Potassium channel	Maintenance of normal sinus rhythm	427	I46-I49
T67952	Potassium channel	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
T67952	Potassium channel	Multiple scierosis	340	G35
T67952	Potassium channel	Nerve injury		T14.4
T67952	Potassium channel	Obstructive sleep apnea	327.23, 780.57	G47.3
T67952	Potassium channel	Ocular hypertension	365.04	H40.0
T67952	Potassium channel	Overactive bladder disorder	188, 596.51	C67, N32.81
T67952	Potassium channel	Rhinitis	472.0, 477	J00, J30, J31.0
T67952	Potassium channel	Solid tumours	140-199, 210-229	C00-D48
T67952	Potassium channel	Tachyarrhythmias	427, 785.0	I47-I49, R00.0
T67952	Potassium channel	Unspecified		
T67952	Potassium channel	Urinary incontinence	788.3	N39.3, N39.4, R32
T67977	Cytochrome P450 3A	Human immunodeficiency virus infection	279.3	B20-B26
T68039	Cell adhesion molecule	Cerebrovascular disorders		I60-I69
T68039	Cell adhesion molecule	Deep vein thrombosis	437.6, 453, 453.40, 671.5, 671.9	I80-I82, I80.2
T68039	Cell adhesion molecule	Graft-versus-host disease	279.5	T86.0
T68039	Cell adhesion molecule	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T68039	Cell adhesion molecule	Melanoma	172	C43
T68039	Cell adhesion molecule	Neurodegenerative disease	330-337	G30-G32
T68039	Cell adhesion molecule	Rheumatoid arthritis	710-719, 714	M05-M06
T68066	Steroid hormone receptor	Asthma; Allergic rhinitis	477, 493	J30, J45
T68066	Steroid hormone receptor	Atopic dermatitis	691.8, 692.9	L00-L99
T68066	Steroid hormone receptor	Cancer	140-229	C00-C96
T68066	Steroid hormone receptor	Certain skin conditions		
T68066	Steroid hormone receptor	Contact dermatitis	692	L23, L24, L25
T68066	Steroid hormone receptor	Eye inflammation	360-379	H00-H59
T68066	Steroid hormone receptor	Inflammatory arthritis	710-719	M00-M25
T68066	Steroid hormone receptor	Inflammatory bowel disease	555, 556	K50, K51
T68066	Steroid hormone receptor	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T68163	Lyn tyrosine kinase	Bone disease; Chronic lymphocytic leukaemia; Metastatic hormone refractory prostate cancer	185	M00-M99, C91, C61
T68230	Clostridium difficile toxin	Clostridium infection; Malaria	001-139	A00-B99, B54
T68251	72 kDa type IV collagenase	Acne vulgaris	706.1	L70.0
T68251	72 kDa type IV collagenase	Cancer	140-229	C00-C96
T68251	72 kDa type IV collagenase	Non-small-cell lung cancer; Renal cell carcinoma	140-229, 162, 162.9, 189, 204.0	C33, C33-C34, C34, C34.90, C64, C91.0
T68251	72 kDa type IV collagenase	Pancreatic cancer; Lung cancer; Ovarian cancer; Osteoarthritis	140-229, 157, 162, 183, 715	C25, C33-C34, C56, M15-M19, M47
T68251	72 kDa type IV collagenase	Solid tumours	140-199, 210-229	C00-D48
T68253	D-alanine--D-alanine ligase	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T68290	Cathepsin S	Asthma		J45
T68290	Cathepsin S	Autoimmune diabetes		E08-E13
T68290	Cathepsin S	Cancer	140-229	C00-C96
T68290	Cathepsin S	Cardiovascular disorder		I00-I99
T68290	Cathepsin S	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T68290	Cathepsin S	Neuropathic pain	356.0, 356.8	G64, G90.0
T68290	Cathepsin S	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T68290	Cathepsin S	Psoriatic disorder	696	L40
T68315	Endothelin receptor	Hypertension	401	I10-I16
T68315	Endothelin receptor	Renal failure	584, 585	N17, N18, N19
T68334	Follicle stimulating hormone receptor	African trypanosomiasis	86.5	B56
T68334	Follicle stimulating hormone receptor	Contraception		Z30
T68334	Follicle stimulating hormone receptor	Female infertility	628	N97.0
T68334	Follicle stimulating hormone receptor	Ovarian cancer	183	C56
T68383	Bone morphogenetic protein-2 ligand	Bone development disorder		M89
T68461	Adenine nucleotide translocator 1	Hypercalcemia	275.42	E83.5
T68517	Heat shock protein 27 	Atrial fibrillation	272, 427.31	E78, I48
T68517	Heat shock protein 27 	Breast cancer; Ovarian cancer; Bladder cancer; Prostate cancer; Lung cancer	140-229, 162, 183, 188	C00-C96, C33-C34, C56, C67
T68536	Tubulin beta	Acute lymphoblastic leukemia	204.0, 556	C91.0
T68536	Tubulin beta	Breast cancer	174, 175	C50
T68536	Tubulin beta	Cancer	140-229	C00-C96
T68536	Tubulin beta	Glioblastoma multiforme	191	C71
T68536	Tubulin beta	Mesothelioma	163	C45
T68536	Tubulin beta	Non-small cell lung cancer		C33-C34
T68536	Tubulin beta	Solid tumours	140-199, 210-229	C00-D48
T68536	Tubulin beta	Worm infections	120-129	B65-B83
T68547	Histone deacetylase 1	Acute myeloid leukemia; Refractory sickle cell ulcers	205, 282.5, 282.6	C92.0, D57
T68547	Histone deacetylase 1	Cancer	140-229	C00-C96
T68547	Histone deacetylase 1	Cerebrovascular ischaemia	434.91	I61-I63
T68547	Histone deacetylase 1	Cutaneous T-cell lymphoma	202.1, 202.2	C84.0, C84.1
T68547	Histone deacetylase 1	Friedreich's ataxia	334	G11.1
T68547	Histone deacetylase 1	General leukaemia cancer	204-208	C91-C95
T68547	Histone deacetylase 1	Hepatocellular carcinoma	155	C22.0
T68547	Histone deacetylase 1	Hodgkin's lymphoma; Multiple myeloma	201, 202.8, 203.0	C81, C81-C86, C90
T68547	Histone deacetylase 1	Melanoma	172	C43
T68547	Histone deacetylase 1	Myelofibrosis; Essential thrombocythemia; Polycythemia vera	238.71, 289.0, 289.83, 289.9, 776.4	C94.4, D47.1, D47.3, D75.1, D75.2, D75.8, P61.1
T68547	Histone deacetylase 1	Peripheral T-cell lymphoma	202.7	C84.4
T68547	Histone deacetylase 1	Primary myelofibrosis; Post-polycythemia vera; Post-essential thrombocytopenia; Cutaneous T cell-lymphomas	203.0, 287.3, 287.4, 287.5, 289.0, 289.83, 776.4	C90.0, C94.4, D47.1, D69.6, D75.1, P61.0, P61.1
T68547	Histone deacetylase 1	Renal cell carcinoma; Hormone refractory prostate cancer	140-229, 185, 189, 203.0, 205.0	C61, C64, C90.0, C92.0
T68547	Histone deacetylase 1	Severe mood disorders	296	F30-F39
T68547	Histone deacetylase 1	Solid tumours	140-199, 210-229	C00-D48
T68547	Histone deacetylase 1	Type 2 diabetes	250	E11
T68547	Histone deacetylase 1	Unspecified		
T68547	Histone deacetylase 1	Urea cycle disorders	270.6	E72.2
T68668	Golgi alpha-mannosidase II	Cancer	140-229	C00-C96
T68766	mRNA of DMPK	Myotonic dystrophy		G71.1
T68782	Prostaglandin D2 receptor	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
T68782	Prostaglandin D2 receptor	Allergy	995.3	T78.4
T68782	Prostaglandin D2 receptor	Asthma		J45
T68782	Prostaglandin D2 receptor	Atopic dermatitis	691.8, 692.9	L00-L99
T68782	Prostaglandin D2 receptor	Dyslipidaemias	272	E78
T68782	Prostaglandin D2 receptor	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T68782	Prostaglandin D2 receptor	Rhinitis	472.0, 477	J00, J30, J31.0
T68782	Prostaglandin D2 receptor	Thromboembolism	437.6, 453, 671.5, 671.9	I80-I82
T68782	Prostaglandin D2 receptor	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
T68816	VEGF receptor	Age related macular degeneration	362.5	H35.3
T68816	VEGF receptor	Angina pectoris	413	I20
T68816	VEGF receptor	Cancer	140-229	C00-C96
T68816	VEGF receptor	Diabetic macular edema	250, 362.01, 362.07, 362.53, 782.3	E08-E13, E08.3, E09.3, E10.3, E11.3, E13.3, H35.8, R60.9
T68816	VEGF receptor	Diabetic neuropathy	250, 250.6, 356.0, 356.8	E11.40
T68816	VEGF receptor	Diabetic retinopathy	250.5	H36, E10.3, E11.3, E13.3
T68816	VEGF receptor	Neuropathic pain	356.0, 356.8	G64, G90.0
T68816	VEGF receptor	Psoriasis	696	L40
T68816	VEGF receptor	Solid tumours	140-199, 210-229	C00-D48
T68887	Bombesin receptor	Breast cancer	174, 175	C50
T68887	Bombesin receptor	Cancer	140-229	C00-C96
T68934	Collagen	Dermal ulcers; Skin burns	707.00, 940-949	L88, L89, T20-T31
T68934	Collagen	Urinary tract infections	599	N39.0
T68934	Collagen	Vitamin C deficiency	267	E54
T68967	Sphingomyelin synthase	Hypertension	401	I10-I16
T69067	T-cell receptor	Graft-versus-host disease	279.5	T86.0
T69067	T-cell receptor	Psoriatic disorder	696	L40
T69085	Transcription factor AP-1	Rheumatoid arthritis	710-719, 714	M05-M06
T69128	ROS1	ALK-positive advanced or metastatic NSCLC	162	C33, C34
T69128	ROS1	Solid tumours	140-199, 210-229	C00-D48
T69485	Orexin receptor type 2	Insomnia	307.41, 307.42, 327.0, 780.51, 780.52	F51.0, G47.0
T69494	NMDA receptor	Acute ischemic stroke	434.91	I61-I63
T69494	NMDA receptor	Acute pain	338,780	R52, G89
T69494	NMDA receptor	Alzheimer disease	331	G30
T69494	NMDA receptor	Anaesthesia; Anxiety disorder	338, 300, 311	R52, G89, F32, F40-F42
T69494	NMDA receptor	Anesthesia	338	R20.0
T69494	NMDA receptor	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T69494	NMDA receptor	Cancer pain	140-229, 338,780	R52, G89
T69494	NMDA receptor	Cerebral infarction		I63
T69494	NMDA receptor	Cerebrovascular ischaemia	434.91	I61-I63
T69494	NMDA receptor	Cognitive disorders	290-294, 294.0, 780.09, 780.9, 780.93	F01-F07, F04, F05, R41.3
T69494	NMDA receptor	Dementia	290-294	F01-F07
T69494	NMDA receptor	Depression	311	F30-F39
T69494	NMDA receptor	Epilepsy		G40
T69494	NMDA receptor	Epileptic seizures	345.9, 780.3	G40, P90, R56
T69494	NMDA receptor	Exogenous obesity		E66
T69494	NMDA receptor	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
T69494	NMDA receptor	Neurodegenerative disease	330-337	G30-G32
T69494	NMDA receptor	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
T69494	NMDA receptor	Neuropathic pain	356.0, 356.8	G64, G90.0
T69494	NMDA receptor	Neuropathy	356.0, 356.8	G64, G90.0
T69494	NMDA receptor	Obsessive compulsive disorder	300.3	F42
T69494	NMDA receptor	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T69494	NMDA receptor	Painful diabetic neuropathy	250.6,338,780	E10.4, E11.4, E13.4, G89, R52
T69494	NMDA receptor	Parkinson's disease	332	G20
T69494	NMDA receptor	Schizophrenia	295	F20
T69494	NMDA receptor	Schizophrenia; Indigestion	295	F20, K30
T69494	NMDA receptor	Suicidal ideation		R45.8
T69494	NMDA receptor	Traumatic brain injury	800.0-801.9, 803.0-804.9, 850.0-854.1	S06
T69506	Orphan nuclear receptor NR1I3	Nausea; Vomiting; Dizziness		R11
T69563	Isocitrate dehydrogenase [NADP] cytoplasmic	Hematological malignancies	200-209	C81-C86
T69619	Membrane copper amine oxidase	Asthma		J45
T69619	Membrane copper amine oxidase	Atopic dermatitis	691.8, 692.9	L00-L99
T69619	Membrane copper amine oxidase	Central nervous system disease		G00-G99
T69619	Membrane copper amine oxidase	Cerebrovascular ischaemia	434.91	I61-I63
T69619	Membrane copper amine oxidase	Diabetes	253.5, 588.1	E23.2, N25.1
T69619	Membrane copper amine oxidase	Hypertension	401	I10-I16
T69619	Membrane copper amine oxidase	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T69619	Membrane copper amine oxidase	Psoriasis	696	L40
T69619	Membrane copper amine oxidase	Pulmonary disease	460-519	J00-J99
T69619	Membrane copper amine oxidase	Vascular disease	325, 430-459	G45-G46, I60-I95
T69685	Sodium- and chloride-dependent glycine transporter 1	Dementia	290-294	F01-F07
T69685	Sodium- and chloride-dependent glycine transporter 1	Psychotic disorders	290-299	F20-F29
T69685	Sodium- and chloride-dependent glycine transporter 1	Schizophrenia	295	F20
T69707	Proteasome	Ischemia-reperfusion injury		I00-I99
T69707	Proteasome	Multiple myeloma	203	C90
T69707	Proteasome	Multiple myeloma; Relapsed or refractory primary amyloidosis	203, 277.3	C90, E85
T69707	Proteasome	Myeloma	203	C90
T69707	Proteasome	Non-hodgkin's lymphoma; Mantle cell lymphoma		C859, C85
T69707	Proteasome	Solid tumours	140-199, 210-229	C00-D48
T69707	Proteasome	Unspecified		
T69762	Fructose	Constipation	564	K59.0
T69912	Lipoprotein-associated phospholipase A2	Alzheimer disease	331	G30
T69912	Lipoprotein-associated phospholipase A2	Arteriosclerosis	440	I70
T69912	Lipoprotein-associated phospholipase A2	Atherosclerosis	414.0, 440	I70
T69912	Lipoprotein-associated phospholipase A2	Cardiovascular disorder		I00-I99
T69912	Lipoprotein-associated phospholipase A2	Sepsis	995.91	A40, A41
T69991	Wee1-like protein kinase	Ovarian cancer	183	C56
T70062	Reticulon 4	Nerve injury		T14.4
T70067	Tumor necrosis factor receptor superfamily member 10B	Cancer	140-229	C00-C96
T70067	Tumor necrosis factor receptor superfamily member 10B	Colorectal cancer	153, 154	C18-C21
T70067	Tumor necrosis factor receptor superfamily member 10B	Solid tumours	140-199, 210-229	C00-D48
T70071	Endothelin converting enzyme	Acute decompensated heart failure; Renal dysfunction	428, 428.0, 584, 585	I50, N17-N19
T70071	Endothelin converting enzyme	Brain injury		S09.90
T70071	Endothelin converting enzyme	Cardiovascular disorder		I00-I99
T70071	Endothelin converting enzyme	Hypertension	401	I10-I16
T70101	CTP synthase	Solid tumours	140-199, 210-229	C00-D48
T70176	Cell division protein kinase 2	Acute lymphoblastic leukemia	204.0, 556	C91.0
T70176	Cell division protein kinase 2	Cancer	140-229	C00-C96
T70176	Cell division protein kinase 2	Non-small cell lung cancer		C33-C34
T70176	Cell division protein kinase 2	Solid tumours	140-199, 210-229	C00-D48
T70176	Cell division protein kinase 2	Thymoma	164.0, 212.6	C37, D15.0
T70201	Glioma pathogenesis-related protein 1	Prostate cancer	185	C61
T70234	Epha4 tyrosine kinase receptor	Solid tumours	140-199, 210-229	C00-D48
T70309	3-oxo-5-alpha-steroid 4-dehydrogenase 1	Acne vulgaris	706.1	L70.0
T70309	3-oxo-5-alpha-steroid 4-dehydrogenase 1	Prostate disease		N42.9
T70449	Growth hormone-releasing hormone receptor	Acromegaly	253	E22.0
T70449	Growth hormone-releasing hormone receptor	Growth hormone deficiency	253.0, 253.3	E22.0, E23.0
T70449	Growth hormone-releasing hormone receptor	HIV lipodystrophy	272.6	E88.1
T70449	Growth hormone-releasing hormone receptor	Lipodystrophy	272.6	E88.1
T70449	Growth hormone-releasing hormone receptor	Pediatric growth disorders		R62.51
T70490	Dipeptidyl-peptidase I	Bronchiectasis	494, 748.61	J47, Q33.4
T70490	Dipeptidyl-peptidase I	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T70518	S-nitrosoglutathione reductase	Asthma		J45
T70680	Organic anion transporter 1	Gout; Hyperuricemia	274, 790.6	E79.0, M10
T70680	Organic anion transporter 1	Obesity	278	E66
T70680	Organic anion transporter 1	Ocular disease		H00-H59
T70792	Placental growth factor	Metastatic colorectal cancer	153, 154	C18-C21
T70888	TNF receptor	Asthma		J45
T70888	TNF receptor	Human immunodeficiency virus infection	279.3	B20-B26
T70888	TNF receptor	Inflammatory disorder		
T70888	TNF receptor	Pemphigus vulgaris; Vasculitis; Wegener's granulomatosis		C91-C95, J45, J84.1, L80, M081, M45, M35.0, M40-M54, T86.0
T70888	TNF receptor	Sciatica		M54.3-M54.4
T70967	Neuronal acetylcholine receptor protein, alpha-4 chain	Hypertensive emergencies; Aneurysm	401-405	I10, I72
T70967	Neuronal acetylcholine receptor protein, alpha-4 chain	Hypotension	458, 796.3	I95
T70977	Glycogen synthase kinase-3 beta	Alzheimer disease	331	G30
T70977	Glycogen synthase kinase-3 beta	Cancer	140-229	C00-C96
T70977	Glycogen synthase kinase-3 beta	Diabetes	253.5, 588.1	E23.2, N25.1
T70977	Glycogen synthase kinase-3 beta	Osteosarcoma	170	C40-C41
T71011	Enterobacteria phage shiga like toxin II B subunit	Escherichia coli infections		B96.2
T71023	Synaptosomal-associated protein 25	Strabismus; Blepharospasm	333.81, 378	G24.5, H49-H50
T71046	Na+ K+ ATPase	Cancer	140-229	C00-C96
T71046	Na+ K+ ATPase	Cardiotonic		I50
T71046	Na+ K+ ATPase	Heart arrhythmia		I47-I49
T71046	Na+ K+ ATPase	Hypertension	401	I10-I16
T71054	CC chemokine receptor	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T71086	Complement Factor H	Autoimmune diabetes		E08-E13
T71141	Integrin alpha-V/beta-6	Idiopathic pulmonary fibrosis	516.3	J84.1
T71167	Liver X receptor	Atherosclerosis	414.0, 440	I70
T71192	Cysteinyl leukotriene receptor 1	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
T71192	Cysteinyl leukotriene receptor 1	Allergy	995.3	T78.4
T71192	Cysteinyl leukotriene receptor 1	Asthma		J45
T71192	Cysteinyl leukotriene receptor 1	Asthma; Prophylaxis	493	J45
T71192	Cysteinyl leukotriene receptor 1	Migraine	346	G43
T71192	Cysteinyl leukotriene receptor 1	Unspecified		
T71230	Atrial natriuretic peptide receptor A	Acutely decompensated congestive heart failure		I50
